,mid,typ,gold_type,agreed_count,total_annotation
3529,./nw/wsj/14/wsj_1489.v4_gold_conll-0-0-3,organization.company,organization,4,4
3530,./nw/wsj/14/wsj_1489.v4_gold_conll-0-19-22,building,building,3,4
3531,./nw/wsj/14/wsj_1489.v4_gold_conll-0-19-22,building.airport,building,3,4
3532,./nw/wsj/14/wsj_1489.v4_gold_conll-0-23-24,location,location,4,4
3533,./nw/wsj/14/wsj_1489.v4_gold_conll-0-23-24,location.city,location,4,4
3534,./nw/wsj/14/wsj_1489.v4_gold_conll-0-25-26,location,location,4,4
3535,./nw/wsj/14/wsj_1489.v4_gold_conll-0-5-6,location,location,4,4
3536,./nw/wsj/14/wsj_1489.v4_gold_conll-0-5-6,location.city,location,4,4
3537,./nw/wsj/14/wsj_1489.v4_gold_conll-0-9-12,organization,organization,4,4
3538,./nw/wsj/14/wsj_1489.v4_gold_conll-1-0-1,organization,organization,4,4
3539,./nw/wsj/14/wsj_1489.v4_gold_conll-1-0-1,organization.company,organization,4,4
3540,./nw/wsj/14/wsj_1489.v4_gold_conll-2-0-2,organization,organization,4,4
3541,./nw/wsj/14/wsj_1489.v4_gold_conll-2-0-2,organization.company,organization,4,4
3542,./nw/wsj/14/wsj_1489.v4_gold_conll-2-6-8,organization,organization,4,4
3543,./nw/wsj/14/wsj_1489.v4_gold_conll-2-6-8,organization.company,organization,3,4
3544,./nw/wsj/14/wsj_1489.v4_gold_conll-3-0-2,organization,organization,4,4
3545,./nw/wsj/14/wsj_1489.v4_gold_conll-3-0-2,organization.airline,organization,3,4
3546,./nw/wsj/14/wsj_1489.v4_gold_conll-3-26-27,location,location,4,4
3547,./nw/wsj/14/wsj_1489.v4_gold_conll-3-26-27,location.country,location,4,4
3548,./nw/wsj/14/wsj_1489.v4_gold_conll-3-32-33,organization,organization,4,4
3549,./nw/wsj/14/wsj_1489.v4_gold_conll-3-32-33,organization.company,organization,3,4
3550,./nw/wsj/14/wsj_1489.v4_gold_conll-3-5-6,time,time,3,4
3551,./nw/wsj/14/wsj_1489.v4_gold_conll-3-8-15,finance.currency,finance.currency,4,4
3552,./nw/wsj/14/wsj_1489.v4_gold_conll-4-15-17,person,person,4,4
3553,./nw/wsj/14/wsj_1489.v4_gold_conll-4-24-25,organization,organization,4,4
3554,./nw/wsj/14/wsj_1489.v4_gold_conll-4-24-25,organization.company,organization,4,4
3555,./nw/wsj/14/wsj_1489.v4_gold_conll-4-5-8,organization,organization,4,4
3556,./nw/wsj/14/wsj_1494.v4_gold_conll-0-0-3,organization,organization,4,4
3557,./nw/wsj/14/wsj_1494.v4_gold_conll-0-0-3,organization.company,organization,4,4
3558,./nw/wsj/14/wsj_1494.v4_gold_conll-0-13-15,organization,organization,4,4
3559,./nw/wsj/14/wsj_1494.v4_gold_conll-0-13-15,organization.company,organization,4,4
3560,./nw/wsj/14/wsj_1494.v4_gold_conll-0-17-18,location,location,4,4
3561,./nw/wsj/14/wsj_1494.v4_gold_conll-0-17-18,location.country,location,4,4
3562,./nw/wsj/14/wsj_1494.v4_gold_conll-0-5-7,location,location,4,4
3563,./nw/wsj/14/wsj_1494.v4_gold_conll-0-5-7,location.country,location,3,4
3564,./nw/wsj/14/wsj_1494.v4_gold_conll-1-0-2,person,person,4,4
3565,./nw/wsj/14/wsj_1494.v4_gold_conll-1-22-23,time,time,4,4
3566,./nw/wsj/14/wsj_1494.v4_gold_conll-1-8-11,organization,organization,4,4
3567,./nw/wsj/14/wsj_1494.v4_gold_conll-1-8-11,organization.company,organization,4,4
3568,./nw/wsj/14/wsj_1494.v4_gold_conll-4-0-2,person,person,4,4
3569,./nw/wsj/14/wsj_1494.v4_gold_conll-5-0-2,person,person,4,4
3570,./nw/wsj/14/wsj_1494.v4_gold_conll-5-9-11,person,person,3,4
3571,./nw/wsj/14/wsj_1496.v4_gold_conll-0-0-3,organization,organization,4,4
3572,./nw/wsj/14/wsj_1496.v4_gold_conll-0-0-3,organization.company,organization,4,4
3573,./nw/wsj/14/wsj_1496.v4_gold_conll-0-11-16,organization,organization,4,4
3574,./nw/wsj/14/wsj_1496.v4_gold_conll-0-11-16,organization.company,organization,4,4
3575,./nw/wsj/14/wsj_1496.v4_gold_conll-0-17-19,location,location,4,4
3576,./nw/wsj/14/wsj_1496.v4_gold_conll-0-17-19,location.city,location,4,4
3577,./nw/wsj/14/wsj_1496.v4_gold_conll-0-20-21,location,location,4,4
3578,./nw/wsj/14/wsj_1496.v4_gold_conll-0-27-31,finance.currency,finance.currency,4,4
3579,./nw/wsj/14/wsj_1496.v4_gold_conll-1-1-2,location,location,3,4
3580,./nw/wsj/14/wsj_1496.v4_gold_conll-1-1-2,location.city,location,3,4
3581,./nw/wsj/14/wsj_1496.v4_gold_conll-1-25-27,organization,organization,4,4
3582,./nw/wsj/14/wsj_1496.v4_gold_conll-1-25-27,organization.company,organization,4,4
3583,./nw/wsj/14/wsj_1496.v4_gold_conll-1-9-13,organization,organization,4,4
3584,./nw/wsj/14/wsj_1496.v4_gold_conll-1-9-13,organization.company,organization,4,4
3585,./nw/wsj/14/wsj_1496.v4_gold_conll-2-0-2,organization,organization,4,4
3586,./nw/wsj/14/wsj_1496.v4_gold_conll-2-0-2,organization.company,organization,4,4
3587,./nw/wsj/14/wsj_1496.v4_gold_conll-3-13-17,organization,organization,4,4
3588,./nw/wsj/14/wsj_1496.v4_gold_conll-3-13-17,organization.company,organization,4,4
3589,./nw/wsj/14/wsj_1496.v4_gold_conll-3-27-29,organization,organization,4,4
3590,./nw/wsj/14/wsj_1496.v4_gold_conll-3-27-29,organization.company,organization,4,4
3591,./nw/wsj/14/wsj_1496.v4_gold_conll-3-37-41,organization,organization,4,4
3592,./nw/wsj/14/wsj_1496.v4_gold_conll-3-37-41,organization.company,organization,4,4
3593,./nw/wsj/14/wsj_1496.v4_gold_conll-3-4-6,person,person,4,4
3594,./nw/wsj/14/wsj_1496.v4_gold_conll-3-8-9,time,time,4,4
3595,./nw/wsj/14/wsj_1496.v4_gold_conll-4-0-2,organization,organization,3,4
3596,./nw/wsj/14/wsj_1496.v4_gold_conll-4-0-2,organization.company,organization,3,4
3597,./nw/wsj/14/wsj_1496.v4_gold_conll-5-0-4,organization,organization,4,4
3598,./nw/wsj/14/wsj_1496.v4_gold_conll-5-0-4,organization.company,organization,4,4
3599,./nw/wsj/14/wsj_1497.v4_gold_conll-0-2-5,person,person,4,4
3600,./nw/wsj/14/wsj_1497.v4_gold_conll-0-24-26,time,time,4,4
3601,./nw/wsj/14/wsj_1497.v4_gold_conll-0-5-7,time,time,4,4
3602,./nw/wsj/14/wsj_1497.v4_gold_conll-3-2-3,person,person,3,4
3603,./nw/wsj/14/wsj_1497.v4_gold_conll-4-0-2,person,person,4,4
3604,./nw/wsj/15/wsj_1503.v4_gold_conll-0-0-3,organization,organization,4,4
3605,./nw/wsj/15/wsj_1503.v4_gold_conll-0-0-3,organization.company,organization,3,4
3606,./nw/wsj/15/wsj_1503.v4_gold_conll-1-1-3,location,location,3,4
3607,./nw/wsj/15/wsj_1503.v4_gold_conll-1-1-3,location.city,location,3,4
3608,./nw/wsj/15/wsj_1503.v4_gold_conll-1-4-5,location,location,4,4
3609,./nw/wsj/15/wsj_1503.v4_gold_conll-2-6-10,organization,organization,3,4
3610,./nw/wsj/15/wsj_1503.v4_gold_conll-3-19-21,organization,organization,3,4
3611,./nw/wsj/15/wsj_1508.v4_gold_conll-0-0-4,organization,organization,4,4
3612,./nw/wsj/15/wsj_1508.v4_gold_conll-0-0-4,organization.company,organization,4,4
3613,./nw/wsj/15/wsj_1508.v4_gold_conll-0-17-24,law,law,4,4
3614,./nw/wsj/15/wsj_1508.v4_gold_conll-0-27-30,finance.currency,finance.currency,3,4
3615,./nw/wsj/15/wsj_1508.v4_gold_conll-0-32-33,organization,organization,4,4
3616,./nw/wsj/15/wsj_1508.v4_gold_conll-0-32-33,organization.company,organization,4,4
3617,./nw/wsj/15/wsj_1508.v4_gold_conll-0-34-35,organization,organization,4,4
3618,./nw/wsj/15/wsj_1508.v4_gold_conll-0-34-35,organization.company,organization,4,4
3619,./nw/wsj/15/wsj_1508.v4_gold_conll-0-5-7,organization,organization,4,4
3620,./nw/wsj/15/wsj_1508.v4_gold_conll-0-5-7,organization.company,organization,4,4
3621,./nw/wsj/15/wsj_1508.v4_gold_conll-1-2-3,organization,organization,4,4
3622,./nw/wsj/15/wsj_1508.v4_gold_conll-1-2-3,organization.company,organization,4,4
3623,./nw/wsj/15/wsj_1508.v4_gold_conll-1-20-22,time,time,4,4
3624,./nw/wsj/15/wsj_1508.v4_gold_conll-1-5-7,location,location,4,4
3625,./nw/wsj/15/wsj_1508.v4_gold_conll-1-5-7,location.city,location,3,4
3626,./nw/wsj/15/wsj_1508.v4_gold_conll-1-8-9,location,location,4,4
3627,./nw/wsj/15/wsj_1508.v4_gold_conll-2-0-1,organization,organization,4,4
3628,./nw/wsj/15/wsj_1508.v4_gold_conll-2-0-1,organization.company,organization,4,4
3629,./nw/wsj/15/wsj_1508.v4_gold_conll-2-17-18,organization,organization,4,4
3630,./nw/wsj/15/wsj_1508.v4_gold_conll-2-17-18,organization.company,organization,4,4
3631,./nw/wsj/15/wsj_1508.v4_gold_conll-2-2-3,location,location,4,4
3632,./nw/wsj/15/wsj_1508.v4_gold_conll-2-2-3,location.city,location,3,4
3633,./nw/wsj/15/wsj_1508.v4_gold_conll-2-30-31,organization,organization,4,4
3634,./nw/wsj/15/wsj_1508.v4_gold_conll-2-30-31,organization.company,organization,4,4
3635,./nw/wsj/15/wsj_1508.v4_gold_conll-3-7-8,organization,organization,4,4
3636,./nw/wsj/15/wsj_1508.v4_gold_conll-3-7-8,organization.company,organization,4,4
3637,./nw/wsj/15/wsj_1509.v4_gold_conll-0-18-22,organization,organization,4,4
3638,./nw/wsj/15/wsj_1509.v4_gold_conll-0-18-22,organization.company,organization,4,4
3639,./nw/wsj/15/wsj_1509.v4_gold_conll-0-2-10,organization,organization,4,4
3640,./nw/wsj/15/wsj_1509.v4_gold_conll-0-2-10,organization.company,organization,4,4
3641,./nw/wsj/15/wsj_1509.v4_gold_conll-0-26-28,time,time,4,4
3642,./nw/wsj/15/wsj_1509.v4_gold_conll-1-22-23,time,time,4,4
3643,./nw/wsj/15/wsj_1509.v4_gold_conll-1-34-37,organization,organization,4,4
3644,./nw/wsj/15/wsj_1509.v4_gold_conll-1-34-37,organization.company,organization,4,4
3645,./nw/wsj/15/wsj_1509.v4_gold_conll-2-14-15,location,location,4,4
3646,./nw/wsj/15/wsj_1509.v4_gold_conll-2-14-15,location.city,location,3,4
3647,./nw/wsj/15/wsj_1509.v4_gold_conll-2-16-17,location,location,4,4
3648,./nw/wsj/15/wsj_1509.v4_gold_conll-2-16-17,location.city,location,3,4
3649,./nw/wsj/15/wsj_1509.v4_gold_conll-3-13-14,organization,organization,4,4
3650,./nw/wsj/15/wsj_1509.v4_gold_conll-3-13-14,organization.company,organization,4,4
3651,./nw/wsj/15/wsj_1509.v4_gold_conll-3-25-28,organization,organization,4,4
3652,./nw/wsj/15/wsj_1509.v4_gold_conll-3-25-28,organization.company,organization,4,4
3653,./nw/wsj/15/wsj_1509.v4_gold_conll-3-7-8,location,location,4,4
3654,./nw/wsj/15/wsj_1509.v4_gold_conll-3-7-8,location.province,location,3,4
3655,./nw/wsj/15/wsj_1510.v4_gold_conll-0-0-3,person,person,3,3
3656,./nw/wsj/15/wsj_1513.v4_gold_conll-0-0-3,organization,organization,4,4
3657,./nw/wsj/15/wsj_1513.v4_gold_conll-0-0-3,organization.company,organization,4,4
3658,./nw/wsj/15/wsj_1513.v4_gold_conll-0-18-20,finance.currency,finance.currency,4,4
3659,./nw/wsj/15/wsj_1513.v4_gold_conll-0-28-30,time,time,4,4
3660,./nw/wsj/15/wsj_1513.v4_gold_conll-0-34-36,time,time,4,4
3661,./nw/wsj/15/wsj_1513.v4_gold_conll-0-9-11,finance.currency,finance.currency,4,4
3662,./nw/wsj/15/wsj_1513.v4_gold_conll-1-17-19,finance.currency,finance.currency,4,4
3663,./nw/wsj/15/wsj_1513.v4_gold_conll-1-5-6,time,time,3,4
3664,./nw/wsj/15/wsj_1513.v4_gold_conll-2-1-2,location,location,3,4
3665,./nw/wsj/15/wsj_1513.v4_gold_conll-2-1-2,location.city,location,3,4
3666,./nw/wsj/15/wsj_1513.v4_gold_conll-2-3-4,location,location,3,4
3667,./nw/wsj/15/wsj_1514.v4_gold_conll-0-0-2,organization,organization,4,4
3668,./nw/wsj/15/wsj_1514.v4_gold_conll-0-0-2,organization.company,organization,4,4
3669,./nw/wsj/15/wsj_1514.v4_gold_conll-0-17-19,location,location,4,4
3670,./nw/wsj/15/wsj_1514.v4_gold_conll-0-17-19,location.country,location,3,4
3671,./nw/wsj/15/wsj_1514.v4_gold_conll-0-20-22,person,person,4,4
3672,./nw/wsj/15/wsj_1514.v4_gold_conll-0-28-29,time,time,4,4
3673,./nw/wsj/15/wsj_1514.v4_gold_conll-0-36-37,time,time,4,4
3674,./nw/wsj/15/wsj_1514.v4_gold_conll-0-4-6,location,location,4,4
3675,./nw/wsj/15/wsj_1514.v4_gold_conll-0-4-6,location.country,location,3,4
3676,./nw/wsj/15/wsj_1514.v4_gold_conll-0-41-44,time,time,4,4
3677,./nw/wsj/15/wsj_1514.v4_gold_conll-1-0-3,organization,organization,4,4
3678,./nw/wsj/15/wsj_1514.v4_gold_conll-1-0-3,organization.company,organization,3,4
3679,./nw/wsj/15/wsj_1514.v4_gold_conll-1-10-12,location,location,4,4
3680,./nw/wsj/15/wsj_1514.v4_gold_conll-1-14-20,organization,organization,4,4
3681,./nw/wsj/15/wsj_1514.v4_gold_conll-1-14-20,organization.company,organization,3,4
3682,./nw/wsj/15/wsj_1514.v4_gold_conll-1-25-26,organization,organization,4,4
3683,./nw/wsj/15/wsj_1514.v4_gold_conll-1-25-26,organization.company,organization,4,4
3684,./nw/wsj/15/wsj_1514.v4_gold_conll-1-8-9,person,person,3,4
3685,./nw/wsj/15/wsj_1514.v4_gold_conll-2-11-15,time,time,4,4
3686,./nw/wsj/15/wsj_1514.v4_gold_conll-3-1-2,time,time,4,4
3687,./nw/wsj/15/wsj_1514.v4_gold_conll-3-22-25,time,time,4,4
3688,./nw/wsj/15/wsj_1514.v4_gold_conll-3-4-5,person,person,4,4
3689,./nw/wsj/15/wsj_1514.v4_gold_conll-4-1-3,person,person,4,4
3690,./nw/wsj/15/wsj_1514.v4_gold_conll-4-14-15,organization,organization,4,4
3691,./nw/wsj/15/wsj_1514.v4_gold_conll-4-14-15,organization.company,organization,4,4
3692,./nw/wsj/15/wsj_1514.v4_gold_conll-6-0-1,organization,organization,4,4
3693,./nw/wsj/15/wsj_1514.v4_gold_conll-6-0-1,organization.company,organization,4,4
3694,./nw/wsj/15/wsj_1514.v4_gold_conll-6-5-6,location,location,4,4
3695,./nw/wsj/15/wsj_1514.v4_gold_conll-6-5-6,location.country,location,3,4
3696,./nw/wsj/15/wsj_1517.v4_gold_conll-0-0-3,person,person,4,4
3697,./nw/wsj/15/wsj_1517.v4_gold_conll-1-0-1,organization,organization,3,4
3698,./nw/wsj/15/wsj_1517.v4_gold_conll-1-0-1,organization.company,organization,3,4
3699,./nw/wsj/15/wsj_1517.v4_gold_conll-3-0-2,person,person,4,4
3700,./nw/wsj/15/wsj_1517.v4_gold_conll-5-1-2,person,person,4,4
3701,./nw/wsj/15/wsj_1517.v4_gold_conll-5-14-17,organization,organization,3,4
3702,./nw/wsj/15/wsj_1517.v4_gold_conll-5-14-17,organization.company,organization,3,4
3703,./nw/wsj/15/wsj_1517.v4_gold_conll-6-12-15,person,person,3,4
3704,./nw/wsj/15/wsj_1517.v4_gold_conll-7-14-15,finance.currency,finance.currency,3,4
3705,./nw/wsj/15/wsj_1518.v4_gold_conll-0-0-3,person,person,3,4
3706,./nw/wsj/15/wsj_1518.v4_gold_conll-1-2-5,person,person,4,4
3707,./nw/wsj/15/wsj_1518.v4_gold_conll-3-0-2,person,person,4,4
3708,./nw/wsj/15/wsj_1518.v4_gold_conll-3-14-15,person,person,4,4
3709,./nw/wsj/15/wsj_1518.v4_gold_conll-3-5-6,person,person,4,4
3710,./nw/wsj/15/wsj_1519.v4_gold_conll-0-0-3,organization,organization,4,4
3711,./nw/wsj/15/wsj_1519.v4_gold_conll-0-0-3,organization.company,organization,4,4
3712,./nw/wsj/15/wsj_1519.v4_gold_conll-0-24-27,finance.currency,finance.currency,4,4
3713,./nw/wsj/15/wsj_1519.v4_gold_conll-0-35-36,location,location,4,4
3714,./nw/wsj/15/wsj_1519.v4_gold_conll-0-35-36,location.city,location,4,4
3715,./nw/wsj/15/wsj_1519.v4_gold_conll-0-37-38,location,location,4,4
3716,./nw/wsj/15/wsj_1519.v4_gold_conll-1-0-1,organization,organization,4,4
3717,./nw/wsj/15/wsj_1519.v4_gold_conll-1-0-1,organization.company,organization,4,4
3718,./nw/wsj/15/wsj_1519.v4_gold_conll-1-12-14,organization,organization,4,4
3719,./nw/wsj/15/wsj_1519.v4_gold_conll-1-12-14,organization.company,organization,4,4
3720,./nw/wsj/15/wsj_1519.v4_gold_conll-1-34-36,time,time,4,4
3721,./nw/wsj/15/wsj_1519.v4_gold_conll-1-7-8,organization,organization,4,4
3722,./nw/wsj/15/wsj_1519.v4_gold_conll-1-7-8,organization.company,organization,4,4
3723,./nw/wsj/15/wsj_1519.v4_gold_conll-2-6-9,time,time,3,4
3724,./nw/wsj/15/wsj_1519.v4_gold_conll-3-0-1,organization,organization,4,4
3725,./nw/wsj/15/wsj_1519.v4_gold_conll-3-0-1,organization.company,organization,4,4
3726,./nw/wsj/15/wsj_1519.v4_gold_conll-3-2-4,organization,organization,3,4
3727,./nw/wsj/15/wsj_1519.v4_gold_conll-3-2-4,organization.company,organization,3,4
3728,./nw/wsj/15/wsj_1520.v4_gold_conll-0-0-4,government_agency,organization,4,4
3729,./nw/wsj/15/wsj_1520.v4_gold_conll-0-0-4,organization,organization,4,4
3730,./nw/wsj/15/wsj_1520.v4_gold_conll-1-2-5,finance.currency,finance.currency,4,4
3731,./nw/wsj/15/wsj_1520.v4_gold_conll-1-24-29,government_agency,organization,4,4
3732,./nw/wsj/15/wsj_1520.v4_gold_conll-1-24-29,organization,organization,4,4
3733,./nw/wsj/15/wsj_1520.v4_gold_conll-3-1-5,time,time,4,4
3734,./nw/wsj/15/wsj_1520.v4_gold_conll-3-6-9,finance.currency,finance.currency,4,4
3735,./nw/wsj/15/wsj_1520.v4_gold_conll-4-10-13,finance.currency,finance.currency,4,4
3736,./nw/wsj/15/wsj_1520.v4_gold_conll-4-6-7,government_agency,organization,4,4
3737,./nw/wsj/15/wsj_1520.v4_gold_conll-4-6-7,organization,organization,4,4
3738,./nw/wsj/15/wsj_1521.v4_gold_conll-0-0-3,organization,organization,4,4
3739,./nw/wsj/15/wsj_1521.v4_gold_conll-0-0-3,organization.company,organization,4,4
3740,./nw/wsj/15/wsj_1521.v4_gold_conll-0-14-15,location,location,4,4
3741,./nw/wsj/15/wsj_1521.v4_gold_conll-0-14-15,location.province,location,3,4
3742,./nw/wsj/15/wsj_1521.v4_gold_conll-0-18-21,finance.currency,finance.currency,4,4
3743,./nw/wsj/15/wsj_1521.v4_gold_conll-0-5-8,organization,organization,4,4
3744,./nw/wsj/15/wsj_1521.v4_gold_conll-0-5-8,organization.company,organization,3,4
3745,./nw/wsj/15/wsj_1521.v4_gold_conll-1-10-13,location,location,3,4
3746,./nw/wsj/15/wsj_1521.v4_gold_conll-1-10-13,location.city,location,3,4
3747,./nw/wsj/15/wsj_1521.v4_gold_conll-1-14-15,location,location,3,4
3748,./nw/wsj/15/wsj_1521.v4_gold_conll-1-5-6,location,location,3,4
3749,./nw/wsj/15/wsj_1521.v4_gold_conll-1-5-6,location.city,location,3,4
3750,./nw/wsj/15/wsj_1521.v4_gold_conll-1-7-9,location,location,3,4
3751,./nw/wsj/15/wsj_1521.v4_gold_conll-1-7-9,location.city,location,3,4
3752,./nw/wsj/15/wsj_1522.v4_gold_conll-0-0-2,organization,organization,3,4
3753,./nw/wsj/15/wsj_1522.v4_gold_conll-0-0-2,organization.company,organization,3,4
3754,./nw/wsj/15/wsj_1522.v4_gold_conll-0-11-12,location,location,4,4
3755,./nw/wsj/15/wsj_1522.v4_gold_conll-0-11-12,location.country,location,3,4
3756,./nw/wsj/15/wsj_1522.v4_gold_conll-0-17-18,location,location,4,4
3757,./nw/wsj/15/wsj_1522.v4_gold_conll-0-23-24,location,location,4,4
3758,./nw/wsj/15/wsj_1522.v4_gold_conll-0-23-24,location.country,location,3,4
3759,./nw/wsj/15/wsj_1522.v4_gold_conll-0-26-27,time,time,4,4
3760,./nw/wsj/15/wsj_1522.v4_gold_conll-0-8-10,location,location,4,4
3761,./nw/wsj/15/wsj_1522.v4_gold_conll-1-10-11,location,location,4,4
3762,./nw/wsj/15/wsj_1522.v4_gold_conll-1-10-11,location.city,location,3,4
3763,./nw/wsj/15/wsj_1522.v4_gold_conll-1-12-13,organization,organization,4,4
3764,./nw/wsj/15/wsj_1522.v4_gold_conll-1-12-13,organization.company,organization,3,4
3765,./nw/wsj/15/wsj_1522.v4_gold_conll-3-9-10,organization,organization,4,4
3766,./nw/wsj/15/wsj_1522.v4_gold_conll-3-9-10,organization.company,organization,3,4
3767,./nw/wsj/15/wsj_1523.v4_gold_conll-0-0-3,person,person,4,4
3768,./nw/wsj/15/wsj_1523.v4_gold_conll-0-16-17,organization,organization,3,4
3769,./nw/wsj/15/wsj_1523.v4_gold_conll-0-16-17,organization.company,organization,3,4
3770,./nw/wsj/15/wsj_1523.v4_gold_conll-0-21-25,organization,organization,4,4
3771,./nw/wsj/15/wsj_1523.v4_gold_conll-0-21-25,organization.company,organization,4,4
3772,./nw/wsj/15/wsj_1523.v4_gold_conll-0-29-30,location,location,3,4
3773,./nw/wsj/15/wsj_1523.v4_gold_conll-0-29-30,location.city,location,3,4
3774,./nw/wsj/15/wsj_1523.v4_gold_conll-0-31-32,location,location,4,4
3775,./nw/wsj/15/wsj_1523.v4_gold_conll-1-1-2,person,person,4,4
3776,./nw/wsj/15/wsj_1523.v4_gold_conll-2-0-1,organization,organization,3,4
3777,./nw/wsj/15/wsj_1523.v4_gold_conll-2-0-1,organization.company,organization,3,4
3778,./nw/wsj/15/wsj_1524.v4_gold_conll-0-0-3,organization,organization,4,4
3779,./nw/wsj/15/wsj_1524.v4_gold_conll-0-0-3,organization.company,organization,4,4
3780,./nw/wsj/15/wsj_1524.v4_gold_conll-0-15-17,organization,organization,4,4
3781,./nw/wsj/15/wsj_1524.v4_gold_conll-0-15-17,organization.company,organization,4,4
3782,./nw/wsj/15/wsj_1524.v4_gold_conll-0-19-21,location,location,4,4
3783,./nw/wsj/15/wsj_1524.v4_gold_conll-0-19-21,location.city,location,4,4
3784,./nw/wsj/15/wsj_1524.v4_gold_conll-0-23-26,organization,organization,3,4
3785,./nw/wsj/15/wsj_1524.v4_gold_conll-0-9-10,organization,organization,4,4
3786,./nw/wsj/15/wsj_1524.v4_gold_conll-0-9-10,organization.company,organization,4,4
3787,./nw/wsj/15/wsj_1524.v4_gold_conll-1-7-10,finance.currency,finance.currency,4,4
3788,./nw/wsj/15/wsj_1524.v4_gold_conll-2-0-1,organization,organization,4,4
3789,./nw/wsj/15/wsj_1524.v4_gold_conll-2-0-1,organization.company,organization,4,4
3790,./nw/wsj/15/wsj_1524.v4_gold_conll-4-0-1,organization,organization,4,4
3791,./nw/wsj/15/wsj_1524.v4_gold_conll-4-0-1,organization.company,organization,4,4
3792,./nw/wsj/15/wsj_1524.v4_gold_conll-5-6-7,organization,organization,4,4
3793,./nw/wsj/15/wsj_1524.v4_gold_conll-5-6-7,organization.company,organization,4,4
3794,./nw/wsj/15/wsj_1526.v4_gold_conll-1-14-16,organization,organization,4,4
3795,./nw/wsj/15/wsj_1526.v4_gold_conll-1-14-16,organization.company,organization,4,4
3796,./nw/wsj/15/wsj_1526.v4_gold_conll-1-18-21,person,person,4,4
3797,./nw/wsj/15/wsj_1526.v4_gold_conll-1-28-31,organization,organization,4,4
3798,./nw/wsj/15/wsj_1526.v4_gold_conll-1-28-31,organization.company,organization,4,4
3799,./nw/wsj/15/wsj_1526.v4_gold_conll-1-4-7,person,person,4,4
3800,./nw/wsj/15/wsj_1527.v4_gold_conll-0-0-3,person,person,4,4
3801,./nw/wsj/15/wsj_1527.v4_gold_conll-0-4-7,time,time,3,4
3802,./nw/wsj/15/wsj_1527.v4_gold_conll-1-2-5,person,person,4,4
3803,./nw/wsj/15/wsj_1527.v4_gold_conll-1-6-7,time,time,3,4
3804,./nw/wsj/15/wsj_1527.v4_gold_conll-2-1-2,person,person,4,4
3805,./nw/wsj/15/wsj_1527.v4_gold_conll-2-9-13,organization,organization,4,4
3806,./nw/wsj/15/wsj_1527.v4_gold_conll-2-9-13,organization.company,organization,4,4
3807,./nw/wsj/15/wsj_1529.v4_gold_conll-0-0-3,person,person,3,4
3808,./nw/wsj/15/wsj_1529.v4_gold_conll-0-0-3,person.author,person,3,4
3809,./nw/wsj/15/wsj_1529.v4_gold_conll-0-3-5,time,time,4,4
3810,./nw/wsj/15/wsj_1529.v4_gold_conll-0-40-41,ethnicity,norpl,3,4
3811,./nw/wsj/15/wsj_1529.v4_gold_conll-1-15-16,location,location,3,4
3812,./nw/wsj/15/wsj_1529.v4_gold_conll-12-26-28,person,person,4,4
3813,./nw/wsj/15/wsj_1529.v4_gold_conll-12-26-28,person.politician,person,4,4
3814,./nw/wsj/15/wsj_1529.v4_gold_conll-12-32-33,location,location,4,4
3815,./nw/wsj/15/wsj_1529.v4_gold_conll-12-32-33,location.country,location,3,4
3816,./nw/wsj/15/wsj_1529.v4_gold_conll-12-8-9,person,person,4,4
3817,./nw/wsj/15/wsj_1529.v4_gold_conll-15-4-5,ethnicity,norpl,3,4
3818,./nw/wsj/15/wsj_1529.v4_gold_conll-16-14-15,location,location,3,4
3819,./nw/wsj/15/wsj_1529.v4_gold_conll-16-3-6,government_agency,organization,3,4
3820,./nw/wsj/15/wsj_1529.v4_gold_conll-16-3-6,organization,organization,4,4
3821,./nw/wsj/15/wsj_1529.v4_gold_conll-16-3-6,organization.company,organization,3,4
3822,./nw/wsj/15/wsj_1529.v4_gold_conll-17-0-2,person,person,4,4
3823,./nw/wsj/15/wsj_1529.v4_gold_conll-3-11-12,ethnicity,norpl,3,4
3824,./nw/wsj/15/wsj_1529.v4_gold_conll-3-17-20,government_agency,organization,3,4
3825,./nw/wsj/15/wsj_1529.v4_gold_conll-3-17-20,organization,organization,4,4
3826,./nw/wsj/15/wsj_1529.v4_gold_conll-3-17-20,organization.company,organization,3,4
3827,./nw/wsj/15/wsj_1529.v4_gold_conll-3-23-24,person,person,4,4
3828,./nw/wsj/15/wsj_1529.v4_gold_conll-6-4-5,ethnicity,norpl,3,4
3829,./nw/wsj/15/wsj_1529.v4_gold_conll-7-44-45,time,time,4,4
3830,./nw/wsj/15/wsj_1529.v4_gold_conll-7-5-6,person,person,4,4
3831,./nw/wsj/15/wsj_1529.v4_gold_conll-8-17-18,location,location,4,4
3832,./nw/wsj/15/wsj_1529.v4_gold_conll-8-17-18,location.country,location,3,4
3833,./nw/wsj/15/wsj_1530.v4_gold_conll-0-15-16,time,time,3,4
3834,./nw/wsj/15/wsj_1530.v4_gold_conll-0-17-19,finance.currency,finance.currency,4,4
3835,./nw/wsj/15/wsj_1530.v4_gold_conll-0-22-25,time,time,3,4
3836,./nw/wsj/15/wsj_1530.v4_gold_conll-0-6-8,location,location,4,4
3837,./nw/wsj/15/wsj_1530.v4_gold_conll-1-18-21,time,time,3,4
