,mid,typ,agreed_count,total_annotation
3182,./nw/wsj/13/wsj_1310.v4_gold_conll-0-11-12,location,4,4
3183,./nw/wsj/13/wsj_1310.v4_gold_conll-0-11-12,location.city,3,4
3184,./nw/wsj/13/wsj_1310.v4_gold_conll-0-20-21,finance.currency,4,4
3185,./nw/wsj/13/wsj_1310.v4_gold_conll-0-25-26,person,4,4
3186,./nw/wsj/13/wsj_1310.v4_gold_conll-0-31-36,organization,3,4
3187,./nw/wsj/13/wsj_1310.v4_gold_conll-0-4-5,location,3,4
3188,./nw/wsj/13/wsj_1310.v4_gold_conll-0-4-5,location.city,3,4
3189,./nw/wsj/13/wsj_1310.v4_gold_conll-1-0-1,location,3,4
3190,./nw/wsj/13/wsj_1310.v4_gold_conll-1-0-1,location.city,3,4
3191,./nw/wsj/13/wsj_1310.v4_gold_conll-1-1-2,location,4,4
3192,./nw/wsj/13/wsj_1310.v4_gold_conll-1-1-2,location.country,4,4
3193,./nw/wsj/13/wsj_1310.v4_gold_conll-1-3-5,person,4,4
3194,./nw/wsj/13/wsj_1310.v4_gold_conll-2-0-2,person,4,4
3195,./nw/wsj/13/wsj_1310.v4_gold_conll-2-16-17,location,4,4
3196,./nw/wsj/13/wsj_1310.v4_gold_conll-2-16-17,location.city,3,4
3197,./nw/wsj/13/wsj_1310.v4_gold_conll-2-32-33,organization,3,4
3198,./nw/wsj/13/wsj_1310.v4_gold_conll-3-19-21,finance.currency,2,4
3199,./nw/wsj/13/wsj_1310.v4_gold_conll-3-6-8,time,4,4
3200,./nw/wsj/13/wsj_1310.v4_gold_conll-5-0-1,location,4,4
3201,./nw/wsj/13/wsj_1310.v4_gold_conll-5-0-1,location.country,4,4
3202,./nw/wsj/13/wsj_1310.v4_gold_conll-5-16-17,organization,3,4
3203,./nw/wsj/13/wsj_1310.v4_gold_conll-5-3-5,person,4,4
3204,./nw/wsj/13/wsj_1310.v4_gold_conll-5-3-5,person.politician,2,4
3205,./nw/wsj/13/wsj_1310.v4_gold_conll-5-9-10,person,4,4
3206,./nw/wsj/13/wsj_1310.v4_gold_conll-6-1-2,person,4,4
3207,./nw/wsj/13/wsj_1310.v4_gold_conll-6-20-21,finance.currency,4,4
3208,./nw/wsj/13/wsj_1310.v4_gold_conll-6-22-24,time,4,4
3209,./nw/wsj/13/wsj_1313.v4_gold_conll-1-0-3,person,4,4
3210,./nw/wsj/13/wsj_1313.v4_gold_conll-1-27-30,time,2,4
3211,./nw/wsj/13/wsj_1313.v4_gold_conll-1-30-31,time,3,4
3212,./nw/wsj/13/wsj_1313.v4_gold_conll-1-33-39,organization,3,4
3213,./nw/wsj/13/wsj_1313.v4_gold_conll-1-33-39,organization.company,2,4
3214,./nw/wsj/13/wsj_1313.v4_gold_conll-1-46-51,organization,4,4
3215,./nw/wsj/13/wsj_1313.v4_gold_conll-1-46-51,organization.company,4,4
3216,./nw/wsj/13/wsj_1313.v4_gold_conll-1-51-54,organization,4,4
3217,./nw/wsj/13/wsj_1313.v4_gold_conll-1-51-54,organization.company,4,4
3218,./nw/wsj/13/wsj_1313.v4_gold_conll-10-16-17,person,4,4
3219,./nw/wsj/13/wsj_1313.v4_gold_conll-10-4-5,person,2,4
3220,./nw/wsj/13/wsj_1313.v4_gold_conll-12-1-2,person,4,4
3221,./nw/wsj/13/wsj_1313.v4_gold_conll-12-15-17,organization,4,4
3222,./nw/wsj/13/wsj_1313.v4_gold_conll-12-15-17,organization.company,4,4
3223,./nw/wsj/13/wsj_1313.v4_gold_conll-12-20-23,organization,4,4
3224,./nw/wsj/13/wsj_1313.v4_gold_conll-12-20-23,organization.company,4,4
3225,./nw/wsj/13/wsj_1313.v4_gold_conll-12-27-28,time,4,4
3226,./nw/wsj/13/wsj_1313.v4_gold_conll-12-7-10,time,3,4
3227,./nw/wsj/13/wsj_1313.v4_gold_conll-2-11-14,person,4,4
3228,./nw/wsj/13/wsj_1313.v4_gold_conll-2-18-23,news_agency,2,4
3229,./nw/wsj/13/wsj_1313.v4_gold_conll-2-18-23,organization,3,4
3230,./nw/wsj/13/wsj_1313.v4_gold_conll-2-18-23,organization.company,2,4
3231,./nw/wsj/13/wsj_1313.v4_gold_conll-2-27-29,time,4,4
3232,./nw/wsj/13/wsj_1313.v4_gold_conll-2-30-32,time,3,4
3233,./nw/wsj/13/wsj_1313.v4_gold_conll-2-4-5,broadcast_program,2,4
3234,./nw/wsj/13/wsj_1313.v4_gold_conll-2-4-5,work,2,4
3235,./nw/wsj/13/wsj_1313.v4_gold_conll-2-9-10,person,4,4
3236,./nw/wsj/13/wsj_1313.v4_gold_conll-2-9-10,person.artist,2,4
3237,./nw/wsj/13/wsj_1313.v4_gold_conll-3-0-1,news_agency,2,4
3238,./nw/wsj/13/wsj_1313.v4_gold_conll-3-0-1,organization,3,4
3239,./nw/wsj/13/wsj_1313.v4_gold_conll-3-0-1,organization.company,2,4
3240,./nw/wsj/13/wsj_1313.v4_gold_conll-4-1-2,person,4,4
3241,./nw/wsj/13/wsj_1313.v4_gold_conll-4-3-4,person,2,4
3242,./nw/wsj/13/wsj_1313.v4_gold_conll-5-2-3,person,2,4
3243,./nw/wsj/13/wsj_1313.v4_gold_conll-6-0-1,person,2,4
3244,./nw/wsj/13/wsj_1313.v4_gold_conll-7-5-6,person,2,4
3245,./nw/wsj/13/wsj_1313.v4_gold_conll-8-0-2,person,4,4
3246,./nw/wsj/13/wsj_1313.v4_gold_conll-8-5-6,news_agency,2,4
3247,./nw/wsj/13/wsj_1313.v4_gold_conll-8-5-6,organization,3,4
3248,./nw/wsj/13/wsj_1313.v4_gold_conll-8-5-6,organization.company,2,4
3249,./nw/wsj/13/wsj_1313.v4_gold_conll-9-15-16,news_agency,2,4
3250,./nw/wsj/13/wsj_1313.v4_gold_conll-9-15-16,organization,3,4
3251,./nw/wsj/13/wsj_1313.v4_gold_conll-9-15-16,organization.company,2,4
3252,./nw/wsj/13/wsj_1313.v4_gold_conll-9-5-6,person,4,4
3253,./nw/wsj/13/wsj_1318.v4_gold_conll-0-0-4,organization,4,4
3254,./nw/wsj/13/wsj_1318.v4_gold_conll-0-0-4,organization.company,4,4
3255,./nw/wsj/13/wsj_1318.v4_gold_conll-0-22-23,location,4,4
3256,./nw/wsj/13/wsj_1318.v4_gold_conll-0-22-23,location.country,4,4
3257,./nw/wsj/13/wsj_1318.v4_gold_conll-1-10-12,organization,4,4
3258,./nw/wsj/13/wsj_1318.v4_gold_conll-1-10-12,organization.company,3,4
3259,./nw/wsj/13/wsj_1318.v4_gold_conll-1-20-23,broadcast_program,2,4
3260,./nw/wsj/13/wsj_1318.v4_gold_conll-1-20-23,organization,2,4
3261,./nw/wsj/13/wsj_1318.v4_gold_conll-1-20-23,organization.company,2,4
3262,./nw/wsj/13/wsj_1318.v4_gold_conll-1-20-23,work,2,4
3263,./nw/wsj/13/wsj_1318.v4_gold_conll-1-23-26,broadcast_program,2,4
3264,./nw/wsj/13/wsj_1318.v4_gold_conll-1-23-26,organization,2,4
3265,./nw/wsj/13/wsj_1318.v4_gold_conll-1-23-26,organization.company,2,4
3266,./nw/wsj/13/wsj_1318.v4_gold_conll-1-23-26,work,2,4
3267,./nw/wsj/13/wsj_1318.v4_gold_conll-1-29-30,broadcast_program,2,4
3268,./nw/wsj/13/wsj_1318.v4_gold_conll-1-29-30,organization,2,4
3269,./nw/wsj/13/wsj_1318.v4_gold_conll-1-29-30,organization.company,2,4
3270,./nw/wsj/13/wsj_1318.v4_gold_conll-1-29-30,work,2,4
3271,./nw/wsj/13/wsj_1318.v4_gold_conll-10-1-2,time,4,4
3272,./nw/wsj/13/wsj_1318.v4_gold_conll-10-21-22,organization,2,4
3273,./nw/wsj/13/wsj_1318.v4_gold_conll-10-21-22,organization.company,2,4
3274,./nw/wsj/13/wsj_1318.v4_gold_conll-10-3-5,organization,4,4
3275,./nw/wsj/13/wsj_1318.v4_gold_conll-10-3-5,organization.company,4,4
3276,./nw/wsj/13/wsj_1318.v4_gold_conll-10-6-8,organization,4,4
3277,./nw/wsj/13/wsj_1318.v4_gold_conll-10-6-8,organization.company,3,4
3278,./nw/wsj/13/wsj_1318.v4_gold_conll-2-11-17,art.film,2,4
3279,./nw/wsj/13/wsj_1318.v4_gold_conll-2-11-17,broadcast_program,2,4
3280,./nw/wsj/13/wsj_1318.v4_gold_conll-2-11-17,work,4,4
3281,./nw/wsj/13/wsj_1318.v4_gold_conll-2-24-25,ethnicity,2,4
3282,./nw/wsj/13/wsj_1318.v4_gold_conll-2-29-31,person,2,4
3283,./nw/wsj/13/wsj_1318.v4_gold_conll-2-29-31,work,2,4
3284,./nw/wsj/13/wsj_1318.v4_gold_conll-2-35-37,art.film,3,4
3285,./nw/wsj/13/wsj_1318.v4_gold_conll-2-35-37,work,4,4
3286,./nw/wsj/13/wsj_1318.v4_gold_conll-2-41-43,person,4,4
3287,./nw/wsj/13/wsj_1318.v4_gold_conll-2-41-43,person.actor,3,4
3288,./nw/wsj/13/wsj_1318.v4_gold_conll-3-0-2,person,4,4
3289,./nw/wsj/13/wsj_1318.v4_gold_conll-3-12-14,organization,3,4
3290,./nw/wsj/13/wsj_1318.v4_gold_conll-3-12-14,organization.company,3,4
3291,./nw/wsj/13/wsj_1318.v4_gold_conll-3-16-18,person,4,4
3292,./nw/wsj/13/wsj_1318.v4_gold_conll-3-21-24,organization,4,4
3293,./nw/wsj/13/wsj_1318.v4_gold_conll-3-21-24,organization.company,4,4
3294,./nw/wsj/13/wsj_1318.v4_gold_conll-3-3-6,broadcast_program,2,4
3295,./nw/wsj/13/wsj_1318.v4_gold_conll-3-3-6,organization,2,4
3296,./nw/wsj/13/wsj_1318.v4_gold_conll-3-3-6,organization.company,2,4
3297,./nw/wsj/13/wsj_1318.v4_gold_conll-3-3-6,work,2,4
3298,./nw/wsj/13/wsj_1318.v4_gold_conll-4-18-19,broadcast_program,2,4
3299,./nw/wsj/13/wsj_1318.v4_gold_conll-4-18-19,organization,2,4
3300,./nw/wsj/13/wsj_1318.v4_gold_conll-4-18-19,organization.company,2,4
3301,./nw/wsj/13/wsj_1318.v4_gold_conll-4-18-19,work,2,4
3302,./nw/wsj/13/wsj_1318.v4_gold_conll-4-5-6,person,4,4
3303,./nw/wsj/13/wsj_1318.v4_gold_conll-5-1-2,person,2,4
3304,./nw/wsj/13/wsj_1318.v4_gold_conll-5-21-22,location,4,4
3305,./nw/wsj/13/wsj_1318.v4_gold_conll-5-21-22,location.country,3,4
3306,./nw/wsj/13/wsj_1318.v4_gold_conll-5-3-5,organization,3,4
3307,./nw/wsj/13/wsj_1318.v4_gold_conll-5-3-5,organization.company,3,4
3308,./nw/wsj/13/wsj_1318.v4_gold_conll-6-19-20,location,4,4
3309,./nw/wsj/13/wsj_1318.v4_gold_conll-6-19-20,location.country,4,4
3310,./nw/wsj/13/wsj_1318.v4_gold_conll-6-22-23,person,2,4
3311,./nw/wsj/13/wsj_1318.v4_gold_conll-6-27-29,organization,4,4
3312,./nw/wsj/13/wsj_1318.v4_gold_conll-6-27-29,organization.company,3,4
3313,./nw/wsj/13/wsj_1318.v4_gold_conll-6-33-35,time,4,4
3314,./nw/wsj/13/wsj_1318.v4_gold_conll-6-39-40,time,4,4
3315,./nw/wsj/13/wsj_1318.v4_gold_conll-7-0-1,person,4,4
3316,./nw/wsj/13/wsj_1318.v4_gold_conll-7-13-15,time,4,4
3317,./nw/wsj/13/wsj_1318.v4_gold_conll-8-1-2,person,4,4
3318,./nw/wsj/13/wsj_1318.v4_gold_conll-8-13-15,art.film,3,4
3319,./nw/wsj/13/wsj_1318.v4_gold_conll-8-13-15,work,4,4
3320,./nw/wsj/13/wsj_1318.v4_gold_conll-8-17-22,finance.currency,4,4
3321,./nw/wsj/13/wsj_1318.v4_gold_conll-8-4-10,art.film,3,4
3322,./nw/wsj/13/wsj_1318.v4_gold_conll-8-4-10,work,4,4
3323,./nw/wsj/13/wsj_1318.v4_gold_conll-9-1-2,person,4,4
3324,./nw/wsj/13/wsj_1321.v4_gold_conll-0-0-3,organization,4,4
3325,./nw/wsj/13/wsj_1321.v4_gold_conll-0-0-3,organization.company,4,4
3326,./nw/wsj/13/wsj_1321.v4_gold_conll-0-10-13,organization,4,4
3327,./nw/wsj/13/wsj_1321.v4_gold_conll-0-10-13,organization.company,4,4
3328,./nw/wsj/13/wsj_1321.v4_gold_conll-0-23-24,location,4,4
3329,./nw/wsj/13/wsj_1321.v4_gold_conll-0-23-24,location.city,3,4
3330,./nw/wsj/13/wsj_1321.v4_gold_conll-0-5-8,organization,4,4
3331,./nw/wsj/13/wsj_1321.v4_gold_conll-0-5-8,organization.company,4,4
3332,./nw/wsj/13/wsj_1321.v4_gold_conll-1-3-6,finance.currency,4,4
3333,./nw/wsj/13/wsj_1321.v4_gold_conll-1-7-10,finance.currency,4,4
3334,./nw/wsj/13/wsj_1321.v4_gold_conll-2-11-14,organization,4,4
3335,./nw/wsj/13/wsj_1321.v4_gold_conll-2-11-14,organization.company,4,4
3336,./nw/wsj/13/wsj_1321.v4_gold_conll-2-4-6,organization,4,4
3337,./nw/wsj/13/wsj_1321.v4_gold_conll-2-4-6,organization.company,4,4
3338,./nw/wsj/13/wsj_1321.v4_gold_conll-3-10-11,location,4,4
3339,./nw/wsj/13/wsj_1321.v4_gold_conll-3-10-11,location.city,3,4
3340,./nw/wsj/13/wsj_1321.v4_gold_conll-3-14-16,organization,3,4
3341,./nw/wsj/13/wsj_1321.v4_gold_conll-3-14-16,organization.company,3,4
3342,./nw/wsj/13/wsj_1321.v4_gold_conll-3-17-18,location,3,4
3343,./nw/wsj/13/wsj_1321.v4_gold_conll-3-5-8,organization,4,4
3344,./nw/wsj/13/wsj_1321.v4_gold_conll-3-5-8,organization.company,4,4
3345,./nw/wsj/13/wsj_1321.v4_gold_conll-4-0-3,organization,4,4
3346,./nw/wsj/13/wsj_1321.v4_gold_conll-4-0-3,organization.company,4,4
3347,./nw/wsj/13/wsj_1324.v4_gold_conll-0-0-2,organization,4,4
3348,./nw/wsj/13/wsj_1324.v4_gold_conll-0-0-2,organization.company,4,4
3349,./nw/wsj/13/wsj_1324.v4_gold_conll-0-18-19,time,4,4
3350,./nw/wsj/13/wsj_1324.v4_gold_conll-0-3-5,organization,4,4
3351,./nw/wsj/13/wsj_1324.v4_gold_conll-0-3-5,organization.company,4,4
3352,./nw/wsj/13/wsj_1324.v4_gold_conll-0-6-7,organization,4,4
3353,./nw/wsj/13/wsj_1324.v4_gold_conll-0-6-7,organization.company,4,4
3354,./nw/wsj/13/wsj_1324.v4_gold_conll-1-11-15,organization,4,4
3355,./nw/wsj/13/wsj_1324.v4_gold_conll-1-11-15,organization.company,4,4
3356,./nw/wsj/13/wsj_1324.v4_gold_conll-1-2-4,geography,2,4
3357,./nw/wsj/13/wsj_1324.v4_gold_conll-1-2-4,location,3,4
3358,./nw/wsj/13/wsj_1324.v4_gold_conll-1-7-8,organization,4,4
3359,./nw/wsj/13/wsj_1324.v4_gold_conll-1-7-8,organization.company,4,4
3360,./nw/wsj/13/wsj_1324.v4_gold_conll-2-0-1,organization,4,4
3361,./nw/wsj/13/wsj_1324.v4_gold_conll-2-0-1,organization.company,4,4
3362,./nw/wsj/13/wsj_1324.v4_gold_conll-2-2-3,organization,4,4
3363,./nw/wsj/13/wsj_1324.v4_gold_conll-2-2-3,organization.company,4,4
3364,./nw/wsj/13/wsj_1324.v4_gold_conll-3-12-15,finance.currency,4,4
3365,./nw/wsj/13/wsj_1324.v4_gold_conll-3-8-11,finance.currency,4,4
3366,./nw/wsj/13/wsj_1324.v4_gold_conll-4-0-1,organization,4,4
3367,./nw/wsj/13/wsj_1324.v4_gold_conll-4-0-1,organization.company,4,4
3368,./nw/wsj/13/wsj_1324.v4_gold_conll-5-0-1,organization,4,4
3369,./nw/wsj/13/wsj_1324.v4_gold_conll-5-0-1,organization.company,4,4
3370,./nw/wsj/13/wsj_1324.v4_gold_conll-5-2-5,location,4,4
3371,./nw/wsj/13/wsj_1324.v4_gold_conll-5-2-5,location.country,3,4
3372,./nw/wsj/13/wsj_1324.v4_gold_conll-6-0-1,organization,4,4
3373,./nw/wsj/13/wsj_1324.v4_gold_conll-6-0-1,organization.company,4,4
3374,./nw/wsj/13/wsj_1324.v4_gold_conll-6-6-10,organization,4,4
3375,./nw/wsj/13/wsj_1324.v4_gold_conll-6-6-10,organization.company,4,4
3376,./nw/wsj/13/wsj_1326.v4_gold_conll-0-0-2,person,4,4
3377,./nw/wsj/13/wsj_1326.v4_gold_conll-0-0-2,person.politician,2,4
3378,./nw/wsj/13/wsj_1326.v4_gold_conll-0-21-24,organization,4,4
3379,./nw/wsj/13/wsj_1326.v4_gold_conll-0-21-24,organization.company,4,4
3380,./nw/wsj/13/wsj_1326.v4_gold_conll-0-25-26,geography,2,4
3381,./nw/wsj/13/wsj_1326.v4_gold_conll-0-25-26,location,4,4
3382,./nw/wsj/13/wsj_1326.v4_gold_conll-0-25-26,location.country,2,4
3383,./nw/wsj/13/wsj_1326.v4_gold_conll-0-28-32,organization,2,4
3384,./nw/wsj/13/wsj_1326.v4_gold_conll-0-32-33,time,4,4
3385,./nw/wsj/13/wsj_1326.v4_gold_conll-0-5-6,location,4,4
3386,./nw/wsj/13/wsj_1326.v4_gold_conll-0-5-6,location.country,4,4
3387,./nw/wsj/13/wsj_1326.v4_gold_conll-0-7-10,organization,4,4
3388,./nw/wsj/13/wsj_1326.v4_gold_conll-0-7-10,organization.company,4,4
3389,./nw/wsj/13/wsj_1326.v4_gold_conll-1-1-2,person,4,4
3390,./nw/wsj/13/wsj_1326.v4_gold_conll-1-23-24,organization,4,4
3391,./nw/wsj/13/wsj_1326.v4_gold_conll-1-23-24,organization.company,4,4
3392,./nw/wsj/13/wsj_1326.v4_gold_conll-1-25-26,location,3,4
3393,./nw/wsj/13/wsj_1326.v4_gold_conll-1-25-26,location.country,2,4
3394,./nw/wsj/13/wsj_1326.v4_gold_conll-2-1-2,organization,4,4
3395,./nw/wsj/13/wsj_1326.v4_gold_conll-2-1-2,organization.company,4,4
3396,./nw/wsj/13/wsj_1326.v4_gold_conll-2-5-6,location,4,4
3397,./nw/wsj/13/wsj_1326.v4_gold_conll-2-5-6,location.city,4,4
3398,./nw/wsj/13/wsj_1326.v4_gold_conll-2-8-9,location,4,4
3399,./nw/wsj/13/wsj_1326.v4_gold_conll-2-8-9,location.country,4,4
3400,./nw/wsj/13/wsj_1341.v4_gold_conll-0-0-6,organization,4,4
3401,./nw/wsj/13/wsj_1341.v4_gold_conll-0-0-6,organization.company,3,4
3402,./nw/wsj/13/wsj_1341.v4_gold_conll-0-7-9,location,4,4
3403,./nw/wsj/13/wsj_1341.v4_gold_conll-0-7-9,location.city,3,4
3404,./nw/wsj/13/wsj_1341.v4_gold_conll-1-0-3,person,4,4
3405,./nw/wsj/13/wsj_1341.v4_gold_conll-1-13-14,organization,2,4
3406,./nw/wsj/13/wsj_1341.v4_gold_conll-1-13-14,organization.company,2,4
3407,./nw/wsj/13/wsj_1341.v4_gold_conll-2-0-1,person,2,4
3408,./nw/wsj/13/wsj_1341.v4_gold_conll-2-10-12,time,4,4
3409,./nw/wsj/13/wsj_1341.v4_gold_conll-2-2-6,person,4,4
3410,./nw/wsj/13/wsj_1341.v4_gold_conll-3-1-2,person,4,4
3411,./nw/wsj/13/wsj_1341.v4_gold_conll-3-9-10,person,2,4
3412,./nw/wsj/13/wsj_1341.v4_gold_conll-4-1-2,person,4,4
3413,./nw/wsj/13/wsj_1341.v4_gold_conll-4-11-12,time,4,4
3414,./nw/wsj/13/wsj_1341.v4_gold_conll-5-0-1,organization,2,4
3415,./nw/wsj/13/wsj_1341.v4_gold_conll-5-0-1,organization.company,2,4
3416,./nw/wsj/13/wsj_1341.v4_gold_conll-5-13-17,organization,4,4
3417,./nw/wsj/13/wsj_1341.v4_gold_conll-5-13-17,organization.company,3,4
3418,./nw/wsj/13/wsj_1341.v4_gold_conll-5-23-25,organization,4,4
3419,./nw/wsj/13/wsj_1341.v4_gold_conll-5-23-25,organization.company,2,4
3420,./nw/wsj/13/wsj_1342.v4_gold_conll-0-9-13,government.government,3,3
3421,./nw/wsj/13/wsj_1342.v4_gold_conll-0-9-13,government_agency,2,3
3422,./nw/wsj/13/wsj_1342.v4_gold_conll-0-9-13,organization,3,3
3423,./nw/wsj/13/wsj_1342.v4_gold_conll-2-11-16,time,3,3
3424,./nw/wsj/13/wsj_1342.v4_gold_conll-2-2-10,time,3,3
3425,./nw/wsj/13/wsj_1343.v4_gold_conll-0-0-5,organization,4,4
3426,./nw/wsj/13/wsj_1343.v4_gold_conll-0-0-5,organization.company,2,4
3427,./nw/wsj/13/wsj_1343.v4_gold_conll-0-17-18,location,4,4
3428,./nw/wsj/13/wsj_1343.v4_gold_conll-0-17-18,location.city,4,4
3429,./nw/wsj/13/wsj_1343.v4_gold_conll-0-19-20,location,4,4
3430,./nw/wsj/13/wsj_1343.v4_gold_conll-0-19-20,location.country,4,4
3431,./nw/wsj/13/wsj_1343.v4_gold_conll-0-6-7,organization,3,4
3432,./nw/wsj/13/wsj_1343.v4_gold_conll-0-9-12,finance.currency,4,4
3433,./nw/wsj/13/wsj_1343.v4_gold_conll-1-11-13,time,4,4
3434,./nw/wsj/13/wsj_1343.v4_gold_conll-1-20-22,time,4,4
3435,./nw/wsj/13/wsj_1343.v4_gold_conll-1-3-8,building,2,4
3436,./nw/wsj/13/wsj_1343.v4_gold_conll-2-14-15,time,4,4
3437,./nw/wsj/13/wsj_1343.v4_gold_conll-2-18-25,finance.currency,4,4
3438,./nw/wsj/13/wsj_1343.v4_gold_conll-2-5-6,location,4,4
3439,./nw/wsj/13/wsj_1343.v4_gold_conll-2-5-6,location.city,4,4
3440,./nw/wsj/13/wsj_1343.v4_gold_conll-2-9-11,person,2,4
3441,./nw/wsj/13/wsj_1343.v4_gold_conll-3-1-2,organization,4,4
3442,./nw/wsj/13/wsj_1343.v4_gold_conll-3-1-2,organization.company,4,4
3443,./nw/wsj/13/wsj_1343.v4_gold_conll-3-6-7,location,4,4
3444,./nw/wsj/13/wsj_1343.v4_gold_conll-3-6-7,location.city,4,4
3445,./nw/wsj/13/wsj_1343.v4_gold_conll-4-0-1,organization,4,4
3446,./nw/wsj/13/wsj_1343.v4_gold_conll-4-0-1,organization.company,3,4
3447,./nw/wsj/13/wsj_1343.v4_gold_conll-4-6-7,location,4,4
3448,./nw/wsj/13/wsj_1343.v4_gold_conll-4-6-7,location.city,4,4
3449,./nw/wsj/13/wsj_1343.v4_gold_conll-4-8-9,location,4,4
3450,./nw/wsj/13/wsj_1343.v4_gold_conll-4-8-9,location.country,4,4
3451,./nw/wsj/13/wsj_1343.v4_gold_conll-5-0-1,organization,3,4
3452,./nw/wsj/13/wsj_1343.v4_gold_conll-5-0-1,organization.company,2,4
3453,./nw/wsj/13/wsj_1343.v4_gold_conll-5-11-12,location,4,4
3454,./nw/wsj/13/wsj_1343.v4_gold_conll-5-11-12,location.city,4,4
3455,./nw/wsj/13/wsj_1347.v4_gold_conll-0-0-2,organization,4,4
3456,./nw/wsj/13/wsj_1347.v4_gold_conll-0-0-2,organization.company,4,4
3457,./nw/wsj/13/wsj_1347.v4_gold_conll-0-23-26,time,4,4
3458,./nw/wsj/13/wsj_1347.v4_gold_conll-0-8-9,location,4,4
3459,./nw/wsj/13/wsj_1347.v4_gold_conll-1-10-11,location,4,4
3460,./nw/wsj/13/wsj_1347.v4_gold_conll-1-12-13,time,4,4
3461,./nw/wsj/13/wsj_1347.v4_gold_conll-1-14-15,organization,4,4
3462,./nw/wsj/13/wsj_1347.v4_gold_conll-1-14-15,organization.company,4,4
3463,./nw/wsj/13/wsj_1347.v4_gold_conll-10-0-1,organization,4,4
3464,./nw/wsj/13/wsj_1347.v4_gold_conll-10-0-1,organization.company,4,4
3465,./nw/wsj/13/wsj_1347.v4_gold_conll-12-21-24,time,4,4
3466,./nw/wsj/13/wsj_1347.v4_gold_conll-12-3-5,time,4,4
3467,./nw/wsj/13/wsj_1347.v4_gold_conll-12-6-7,organization,4,4
3468,./nw/wsj/13/wsj_1347.v4_gold_conll-12-6-7,organization.company,4,4
3469,./nw/wsj/13/wsj_1347.v4_gold_conll-13-0-1,organization,4,4
3470,./nw/wsj/13/wsj_1347.v4_gold_conll-13-0-1,organization.company,4,4
3471,./nw/wsj/13/wsj_1347.v4_gold_conll-13-34-37,time,4,4
3472,./nw/wsj/13/wsj_1347.v4_gold_conll-14-29-33,government.government,2,4
3473,./nw/wsj/13/wsj_1347.v4_gold_conll-14-29-33,government_agency,2,4
3474,./nw/wsj/13/wsj_1347.v4_gold_conll-14-29-33,organization,4,4
3475,./nw/wsj/13/wsj_1347.v4_gold_conll-14-5-6,organization,3,4
3476,./nw/wsj/13/wsj_1347.v4_gold_conll-14-5-6,organization.company,3,4
3477,./nw/wsj/13/wsj_1347.v4_gold_conll-14-9-14,government_agency,4,4
3478,./nw/wsj/13/wsj_1347.v4_gold_conll-14-9-14,organization,4,4
3479,./nw/wsj/13/wsj_1347.v4_gold_conll-15-10-11,organization,4,4
3480,./nw/wsj/13/wsj_1347.v4_gold_conll-15-10-11,organization.company,4,4
3481,./nw/wsj/13/wsj_1347.v4_gold_conll-15-14-17,government.government,2,4
3482,./nw/wsj/13/wsj_1347.v4_gold_conll-15-14-17,government_agency,2,4
3483,./nw/wsj/13/wsj_1347.v4_gold_conll-15-14-17,organization,4,4
3484,./nw/wsj/13/wsj_1347.v4_gold_conll-16-0-1,ethnicity,2,4
3485,./nw/wsj/13/wsj_1347.v4_gold_conll-16-16-20,time,4,4
3486,./nw/wsj/13/wsj_1347.v4_gold_conll-16-2-4,government.government,2,4
3487,./nw/wsj/13/wsj_1347.v4_gold_conll-16-2-4,organization,3,4
3488,./nw/wsj/13/wsj_1347.v4_gold_conll-16-6-7,organization,4,4
3489,./nw/wsj/13/wsj_1347.v4_gold_conll-16-6-7,organization.company,4,4
3490,./nw/wsj/13/wsj_1347.v4_gold_conll-17-9-12,time,4,4
3491,./nw/wsj/13/wsj_1347.v4_gold_conll-2-23-26,geography,2,4
3492,./nw/wsj/13/wsj_1347.v4_gold_conll-2-23-26,location,4,4
3493,./nw/wsj/13/wsj_1347.v4_gold_conll-2-6-7,organization,4,4
3494,./nw/wsj/13/wsj_1347.v4_gold_conll-2-6-7,organization.company,4,4
3495,./nw/wsj/13/wsj_1347.v4_gold_conll-3-13-14,location,4,4
3496,./nw/wsj/13/wsj_1347.v4_gold_conll-3-13-14,location.city,4,4
3497,./nw/wsj/13/wsj_1347.v4_gold_conll-3-3-4,organization,4,4
3498,./nw/wsj/13/wsj_1347.v4_gold_conll-3-3-4,organization.company,4,4
3499,./nw/wsj/13/wsj_1347.v4_gold_conll-5-15-18,finance.currency,3,4
3500,./nw/wsj/13/wsj_1347.v4_gold_conll-6-13-14,time,4,4
3501,./nw/wsj/13/wsj_1347.v4_gold_conll-7-0-1,organization,4,4
3502,./nw/wsj/13/wsj_1347.v4_gold_conll-7-0-1,organization.company,4,4
3503,./nw/wsj/13/wsj_1347.v4_gold_conll-7-23-24,organization,3,4
3504,./nw/wsj/13/wsj_1347.v4_gold_conll-7-23-24,organization.company,3,4
3505,./nw/wsj/13/wsj_1347.v4_gold_conll-7-6-7,organization,3,4
3506,./nw/wsj/13/wsj_1347.v4_gold_conll-7-6-7,organization.company,3,4
3507,./nw/wsj/13/wsj_1347.v4_gold_conll-8-5-6,ethnicity,2,4
3508,./nw/wsj/13/wsj_1347.v4_gold_conll-8-8-9,organization,4,4
3509,./nw/wsj/13/wsj_1347.v4_gold_conll-8-8-9,organization.company,4,4
3510,./nw/wsj/13/wsj_1347.v4_gold_conll-9-0-2,person,3,4
